,Unnamed: 0,date,audience,creative_family,creative_version,platform,clicks,spend,impressions,reach,concatenated,total_sessions,completions
5527,5527,19/05/2022,2,CloserTwins,Cutdown1A,Facebook,0,1.18,28,25,44700_2_CloserTwins_Cutdown1A_Facebook,1,0
6347,6347,22/05/2022,6,SEM Ads,We Are America's CDFI,Google SEM,5,8.25,28,0,44703_6_SEM Ads_We Are America's CDFI_Google SEM,4,0
8112,8112,31/05/2022,1,CloseFaster,NoDTI,LinkedIn,1,8.980153355,28,26,44712_1_CloseFaster_NoDTI_LinkedIn,1,0
8429,8429,01/06/2022,3,CloserTwins,Cutdown1A,Facebook,1,0.63,28,20,44713_3_CloserTwins_Cutdown1A_Facebook,1,0
9570,9570,07/06/2022,3,UnfairAdvantage,one_page,Facebook,1,0.85,28,18,44719_3_UnfairAdvantage_one_page_Facebook,1,0
10773,10773,14/06/2022,1,UnfairAdvantage,NoDTI,LinkedIn,2,8.877801653,28,28,44726_1_UnfairAdvantage_NoDTI_LinkedIn,1,0
12311,12311,22/06/2022,3,CloserTwins,Faceoff1,Facebook,2,1.04,28,26,44734_3_CloserTwins_Faceoff1_Facebook,1,0
13646,13646,01/07/2022,1,CloseFaster,3steps,LinkedIn,1,5.063886817,28,27,44743_1_CloseFaster_3steps_LinkedIn,2,0
17597,17597,07/08/2022,1,UnfairAdvantage,NoDTI,LinkedIn,0,7.184114483,28,0,44780_1_UnfairAdvantage_NoDTI_LinkedIn,1,0
18210,18210,11/08/2022,2,CloserTwins,Cutdown1B,Facebook,0,0.98,28,25,44784_2_CloserTwins_Cutdown1B_Facebook,1,0
18336,18336,12/08/2022,1,CloseFaster,3steps,LinkedIn,1,5.086583894,28,0,44785_1_CloseFaster_3steps_LinkedIn,1,0
18746,18746,14/08/2022,1,UnfairAdvantage,one_page,LinkedIn,1,10.76157399,28,0,44787_1_UnfairAdvantage_one_page_LinkedIn,1,0
21966,21966,10/09/2022,1,CloserTwins,EarlyBird,LinkedIn,1,9.549933326,28,0,44814_1_CloserTwins_EarlyBird_LinkedIn,1,0
22724,22724,16/09/2022,6,SEM Ads,We Are America's CDFI,Google SEM,3,6.74,28,0,44820_6_SEM Ads_We Are America's CDFI_Google SEM,4,0
23368,23368,23/09/2022,1,CloseFaster,NoDTI,LinkedIn,1,7.872038982,28,0,44827_1_CloseFaster_NoDTI_LinkedIn,1,0
24098,24098,29/09/2022,6,SEM Ads,We Are America's CDFI,Google SEM,0,0,28,0,44833_6_SEM Ads_We Are America's CDFI_Google SEM,1,0
24862,24862,07/10/2022,1,CloseFaster,NoDTI,LinkedIn,1,7.845333232,28,0,44841_1_CloseFaster_NoDTI_LinkedIn,1,0
676,676,25/04/2022,3,CloseFaster,FasterAll,Domain Display,0,0.138995,28,11,44676_3_CloseFaster_FasterAll_Domain Display,,
1617,1617,01/05/2022,1,UnfairAdvantage,All,Instagram,0,0.76,28,26,44682_1_UnfairAdvantage_All_Instagram,,
1747,1747,01/05/2022,6,SEM Ads,We Are America's CDFI,Google SEM,2,5.74,28,0,44682_6_SEM Ads_We Are America's CDFI_Google SEM,,
1883,1883,02/05/2022,3,CloserTwins,Namaste,Facebook,0,0.51,28,26,44683_3_CloserTwins_Namaste_Facebook,,
2277,2277,04/05/2022,2,UnfairAdvantage,NoDTI,Instagram,0,0.59,28,26,44685_2_UnfairAdvantage_NoDTI_Instagram,,
2749,2749,06/05/2022,3,CloserTwins,Paperwork,Instagram,0,1.15,28,27,44687_3_CloserTwins_Paperwork_Instagram,,
3310,3310,09/05/2022,1,UnfairAdvantage,NoDTI,Instagram,0,0.3,28,25,44690_1_UnfairAdvantage_NoDTI_Instagram,,
3617,3617,10/05/2022,3,CloserTwins,MoreLoans,Facebook,0,0.35,28,23,44691_3_CloserTwins_MoreLoans_Facebook,,
3636,3636,10/05/2022,3,UnfairAdvantage,All,LinkedIn,0,5.69,28,25,44691_3_UnfairAdvantage_All_LinkedIn,,
3976,3976,12/05/2022,1,UnfairAdvantage,one_page,Instagram,0,0.53,28,26,44693_1_UnfairAdvantage_one_page_Instagram,,
4486,4486,14/05/2022,3,CloserTwins,EarlyBird,Facebook,0,0.77,28,24,44695_3_CloserTwins_EarlyBird_Facebook,,
4635,4635,15/05/2022,1,UnfairAdvantage,one_page,Instagram,0,0.46,28,26,44696_1_UnfairAdvantage_one_page_Instagram,,
5904,5904,21/05/2022,1,CloseFaster,3steps,LinkedIn,0,7.620572482,28,27,44702_1_CloseFaster_3steps_LinkedIn,,
6147,6147,22/05/2022,1,CloserTwins,Faceoff1,Instagram,0,0.96,28,26,44703_1_CloserTwins_Faceoff1_Instagram,,
6150,6150,22/05/2022,1,CloserTwins,Faceoff2,Instagram,0,0.75,28,26,44703_1_CloserTwins_Faceoff2_Instagram,,
7016,7016,26/05/2022,1,CloseFaster,NoDTI,LinkedIn,0,9.336926653,28,27,44707_1_CloseFaster_NoDTI_LinkedIn,,
8559,8559,02/06/2022,2,CloseFaster,3steps,LinkedIn,0,6.725520675,28,25,44714_2_CloseFaster_3steps_LinkedIn,,
8718,8718,03/06/2022,1,CloserTwins,Faceoff2,Instagram,0,0.82,28,26,44715_1_CloserTwins_Faceoff2_Instagram,,
8812,8812,03/06/2022,3,CloserTwins,Faceoff2,Instagram,0,1.48,28,23,44715_3_CloserTwins_Faceoff2_Instagram,,
8828,8828,03/06/2022,3,UnfairAdvantage,All,Instagram,0,0.73,28,28,44715_3_UnfairAdvantage_All_Instagram,,
9189,9189,05/06/2022,3,UnfairAdvantage,1099,Facebook,0,0.78,28,20,44717_3_UnfairAdvantage_1099_Facebook,,
9862,9862,09/06/2022,2,CloserTwins,Cutdown1B,Facebook,1,1.39,28,22,44721_2_CloserTwins_Cutdown1B_Facebook,,
9908,9908,09/06/2022,3,CloserTwins,Cutdown1B,Facebook,0,0.8,28,19,44721_3_CloserTwins_Cutdown1B_Facebook,,
9920,9920,09/06/2022,3,CloserTwins,MoreLoans,Instagram,0,0.833915,28,27,44721_3_CloserTwins_MoreLoans_Instagram,,
10046,10046,10/06/2022,2,CloserTwins,Cutdown1B,Facebook,0,1.06,28,23,44722_2_CloserTwins_Cutdown1B_Facebook,,
10777,10777,14/06/2022,1,UnfairAdvantage,one_page,LinkedIn,0,6.234983372,28,25,44726_1_UnfairAdvantage_one_page_LinkedIn,,
11107,11107,16/06/2022,1,CloseFaster,3steps,LinkedIn,0,6.048566651,28,26,44728_1_CloseFaster_3steps_LinkedIn,,
11516,11516,18/06/2022,1,CloserTwins,Paperwork,Instagram,0,1.26,28,24,44730_1_CloserTwins_Paperwork_Instagram,,
11529,11529,18/06/2022,1,UnfairAdvantage,NoDTI,Instagram,0,0.51,28,27,44730_1_UnfairAdvantage_NoDTI_Instagram,,
11558,11558,18/06/2022,2,CloserTwins,MoreLoans,Facebook,0,1.08,28,21,44730_2_CloserTwins_MoreLoans_Facebook,,
11694,11694,19/06/2022,1,CloserTwins,Paperwork,Instagram,0,0.75,28,27,44731_1_CloserTwins_Paperwork_Instagram,,
11871,11871,20/06/2022,1,CloserTwins,Paperwork,Instagram,0,1.04,28,28,44732_1_CloserTwins_Paperwork_Instagram,,
12335,12335,22/06/2022,3,UnfairAdvantage,NoDTI,Instagram,0,2.71,28,26,44734_3_UnfairAdvantage_NoDTI_Instagram,,
13074,13074,26/06/2022,3,UnfairAdvantage,1099,Facebook,0,0.54,28,23,44738_3_UnfairAdvantage_1099_Facebook,,
13141,13141,27/06/2022,1,CloseFaster,NoDTI,LinkedIn,0,7.732322707,28,28,44739_1_CloseFaster_NoDTI_LinkedIn,,
13181,13181,27/06/2022,1,UnfairAdvantage,one_page,Instagram,0,0.51,28,28,44739_1_UnfairAdvantage_one_page_Instagram,,
13573,13573,30/06/2022,2,UnfairAdvantage,All,LinkedIn,0,9.04,28,28,44742_2_UnfairAdvantage_All_LinkedIn,,
14618,14618,10/07/2022,1,CloseFaster,3steps,LinkedIn,0,7.378604455,28,28,44752_1_CloseFaster_3steps_LinkedIn,,
15285,15285,16/07/2022,1,UnfairAdvantage,one_page,LinkedIn,0,7.454883011,28,27,44758_1_UnfairAdvantage_one_page_LinkedIn,,
15814,15814,21/07/2022,1,CloserTwins,EarlyBird,LinkedIn,0,5.722562726,28,27,44763_1_CloserTwins_EarlyBird_LinkedIn,,
16246,16246,25/07/2022,1,CloserTwins,EarlyBird,LinkedIn,0,5.74136458,28,28,44767_1_CloserTwins_EarlyBird_LinkedIn,,
16354,16354,26/07/2022,1,CloserTwins,EarlyBird,LinkedIn,0,6.052769287,28,28,44768_1_CloserTwins_EarlyBird_LinkedIn,,
16861,16861,31/07/2022,1,CloseFaster,3steps,LinkedIn,0,8.214202022,28,26,44773_1_CloseFaster_3steps_LinkedIn,,
16874,16874,31/07/2022,1,UnfairAdvantage,1099,LinkedIn,1,10.68717855,28,28,44773_1_UnfairAdvantage_1099_LinkedIn,,
18014,18014,10/08/2022,1,UnfairAdvantage,NoDTI,LinkedIn,0,6.763534062,28,0,44783_1_UnfairAdvantage_NoDTI_LinkedIn,,
18257,18257,11/08/2022,3,CloserTwins,Cutdown1B,Facebook,0,1.37,28,27,44784_3_CloserTwins_Cutdown1B_Facebook,,
18381,18381,12/08/2022,1,UnfairAdvantage,one_page,Instagram,0,0.5,28,22,44785_1_UnfairAdvantage_one_page_Instagram,,
19083,19083,16/08/2022,1,CloserTwins,MoreLoans,Facebook,0,0.63,28,24,44789_1_CloserTwins_MoreLoans_Facebook,,
19128,19128,16/08/2022,2,CloserTwins,ShapeUp,Facebook,0,0.42,28,21,44789_2_CloserTwins_ShapeUp_Facebook,,
19699,19699,21/08/2022,3,UnfairAdvantage,All,LinkedIn,0,10.2,28,0,44794_3_UnfairAdvantage_All_LinkedIn,,
19879,19879,23/08/2022,1,UnfairAdvantage,1099,LinkedIn,0,7.422742641,28,0,44796_1_UnfairAdvantage_1099_LinkedIn,,
20110,20110,25/08/2022,1,CloseFaster,NoDTI,LinkedIn,0,10.94285936,28,0,44798_1_CloseFaster_NoDTI_LinkedIn,,
20136,20136,25/08/2022,2,CloserTwins,Competitors,Domain Display,0,0.16672,28,1,44798_2_CloserTwins_Competitors_Domain Display,,
21062,21062,02/09/2022,1,CloseFaster,NoDTI,LinkedIn,0,10.24025377,28,0,44806_1_CloseFaster_NoDTI_LinkedIn,,
21867,21867,09/09/2022,1,UnfairAdvantage,NoDTI,LinkedIn,1,8.553485157,28,0,44813_1_UnfairAdvantage_NoDTI_LinkedIn,,
22102,22102,11/09/2022,2,UnfairAdvantage,All,LinkedIn,0,10.06,28,0,44815_2_UnfairAdvantage_All_LinkedIn,,
22190,22190,12/09/2022,1,CloserTwins,EarlyBird,LinkedIn,0,12.49402039,28,0,44816_1_CloserTwins_EarlyBird_LinkedIn,,
22200,22200,12/09/2022,1,UnfairAdvantage,NoDTI,LinkedIn,0,12.38920473,28,0,44816_1_UnfairAdvantage_NoDTI_LinkedIn,,
22275,22275,12/09/2022,5,CloserTwins,Faster,Domain Display,0,0.164807,28,6,44816_5_CloserTwins_Faster_Domain Display,,
22953,22953,19/09/2022,1,CloserTwins,EarlyBird,LinkedIn,0,5.616554927,28,0,44823_1_CloserTwins_EarlyBird_LinkedIn,,
23165,23165,21/09/2022,1,CloserTwins,EarlyBird,LinkedIn,0,6.714948387,28,0,44825_1_CloserTwins_EarlyBird_LinkedIn,,
23174,23174,21/09/2022,1,UnfairAdvantage,NoDTI,LinkedIn,0,9.856951214,28,0,44825_1_UnfairAdvantage_NoDTI_LinkedIn,,
23363,23363,23/09/2022,1,CloseFaster,3steps,LinkedIn,0,9.383769309,28,0,44827_1_CloseFaster_3steps_LinkedIn,,
24584,24584,04/10/2022,3,UnfairAdvantage,All,LinkedIn,0,5.31,28,0,44838_3_UnfairAdvantage_All_LinkedIn,,
24800,24800,06/10/2022,3,UnfairAdvantage,All,LinkedIn,0,5.92,28,0,44840_3_UnfairAdvantage_All_LinkedIn,,
25106,25106,10/10/2022,1,CloseFaster,NoDTI,LinkedIn,0,6.796020113,28,0,44844_1_CloseFaster_NoDTI_LinkedIn,,
26256,26256,22/10/2022,1,UnfairAdvantage,one_page,LinkedIn,0,9.845271994,28,0,44856_1_UnfairAdvantage_one_page_LinkedIn,,
26649,26649,30/10/2022,2,UnfairAdvantage,All,LinkedIn,0,16.43366091,28,0,44864_2_UnfairAdvantage_All_LinkedIn,,
26683,26683,31/10/2022,3,UnfairAdvantage,All,LinkedIn,0,13.51973283,28,0,44865_3_UnfairAdvantage_All_LinkedIn,,
19429,19429,18/08/2022,6,SEM Ads,We Are America's CDFI,Google SEM,3,7.49,76,0,44791_6_SEM Ads_We Are America's CDFI_Google SEM,5,1
2266,2266,04/05/2022,2,CloserTwins,ShapeUp,Facebook,1,0.57,27,21,44685_2_CloserTwins_ShapeUp_Facebook,4,0
3358,3358,09/05/2022,2,UnfairAdvantage,1099,LinkedIn,0,4.723922268,27,26,44690_2_UnfairAdvantage_1099_LinkedIn,1,0
5922,5922,21/05/2022,1,CloserTwins,EarlyBird,LinkedIn,1,8.488361161,27,25,44702_1_CloserTwins_EarlyBird_LinkedIn,1,0
8458,8458,01/06/2022,3,UnfairAdvantage,All,LinkedIn,2,6.27,27,25,44713_3_UnfairAdvantage_All_LinkedIn,1,0
8872,8872,03/06/2022,5,UnfairAdvantage,1099,LinkedIn,1,2.117061483,27,24,44715_5_UnfairAdvantage_1099_LinkedIn,1,0
12652,12652,24/06/2022,2,UnfairAdvantage,All,LinkedIn,0,10.39,27,27,44736_2_UnfairAdvantage_All_LinkedIn,1,0
13328,13328,28/06/2022,1,CloseFaster,NoDTI,LinkedIn,1,8.22413583,27,26,44740_1_CloseFaster_NoDTI_LinkedIn,1,0
13771,13771,02/07/2022,1,UnfairAdvantage,NoDTI,LinkedIn,0,5.720060523,27,26,44744_1_UnfairAdvantage_NoDTI_LinkedIn,1,0
14235,14235,06/07/2022,3,CloserTwins,Faceoff,Domain Display,0,6.160563,27,26,44748_3_CloserTwins_Faceoff_Domain Display,1,0
16674,16674,29/07/2022,1,UnfairAdvantage,NoDTI,LinkedIn,1,9.355172729,27,26,44771_1_UnfairAdvantage_NoDTI_LinkedIn,1,0
17614,17614,07/08/2022,2,UnfairAdvantage,All,LinkedIn,1,9.16,27,0,44780_2_UnfairAdvantage_All_LinkedIn,1,0
19771,19771,22/08/2022,1,UnfairAdvantage,NoDTI,LinkedIn,1,4.777958136,27,0,44795_1_UnfairAdvantage_NoDTI_LinkedIn,1,0
21522,21522,06/09/2022,1,CloseFaster,NoDTI,LinkedIn,0,6.962476372,27,0,44810_1_CloseFaster_NoDTI_LinkedIn,1,0
178,178,19/04/2022,2,CloseFaster,3steps,LinkedIn,0,5.096213228,27,24,44670_2_CloseFaster_3steps_LinkedIn,,
522,522,24/04/2022,1,CloseFaster,NoDTI,LinkedIn,1,6.633490924,27,26,44675_1_CloseFaster_NoDTI_LinkedIn,,
627,627,25/04/2022,1,CloseFaster,NoDTI,LinkedIn,0,6.308555094,27,26,44676_1_CloseFaster_NoDTI_LinkedIn,,
798,798,26/04/2022,1,UnfairAdvantage,one_page,LinkedIn,0,4.723783907,27,25,44677_1_UnfairAdvantage_one_page_LinkedIn,,
1095,1095,28/04/2022,1,UnfairAdvantage,1099,LinkedIn,0,5.561608727,27,25,44679_1_UnfairAdvantage_1099_LinkedIn,,
1446,1446,30/04/2022,1,UnfairAdvantage,NoDTI,Instagram,0,0.61,27,25,44681_1_UnfairAdvantage_NoDTI_Instagram,,
1668,1668,01/05/2022,3,CloserTwins,EarlyBird,Instagram,2,1.03,27,24,44682_3_CloserTwins_EarlyBird_Instagram,,
1966,1966,03/05/2022,1,CloseFaster,NoDTI,LinkedIn,0,4.708205446,27,24,44684_1_CloseFaster_NoDTI_LinkedIn,,
2003,2003,03/05/2022,1,UnfairAdvantage,1099,LinkedIn,0,5.246313416,27,26,44684_1_UnfairAdvantage_1099_LinkedIn,,
2104,2104,03/05/2022,3,CloserTwins,ShapeUp,Facebook,1,0.48,27,23,44684_3_CloserTwins_ShapeUp_Facebook,,
2394,2394,05/05/2022,1,CloseFaster,NoDTI,Facebook,0,0.42,27,20,44686_1_CloseFaster_NoDTI_Facebook,,
2396,2396,05/05/2022,1,CloseFaster,NoDTI,LinkedIn,0,6.565867704,27,26,44686_1_CloseFaster_NoDTI_LinkedIn,,
2433,2433,05/05/2022,1,UnfairAdvantage,1099,LinkedIn,1,5.42582958,27,27,44686_1_UnfairAdvantage_1099_LinkedIn,,
2703,2703,06/05/2022,2,UnfairAdvantage,1099,LinkedIn,0,4.200055227,27,24,44687_2_UnfairAdvantage_1099_LinkedIn,,
3084,3084,08/05/2022,1,UnfairAdvantage,All,Instagram,0,0.55,27,24,44689_1_UnfairAdvantage_All_Instagram,,
3305,3305,09/05/2022,1,UnfairAdvantage,All,Instagram,1,0.46,27,26,44690_1_UnfairAdvantage_All_Instagram,,
3530,3530,10/05/2022,1,UnfairAdvantage,NoDTI,Facebook,2,0.36,27,25,44691_1_UnfairAdvantage_NoDTI_Facebook,,
3635,3635,10/05/2022,3,UnfairAdvantage,All,Instagram,0,0.63,27,23,44691_3_UnfairAdvantage_All_Instagram,,
3767,3767,11/05/2022,2,CloserTwins,Cutdown1A,Facebook,0,1.65,27,25,44692_2_CloserTwins_Cutdown1A_Facebook,,
3849,3849,11/05/2022,3,CloserTwins,ShapeUp,Facebook,0,0.25,27,19,44692_3_CloserTwins_ShapeUp_Facebook,,
4471,4471,14/05/2022,3,CloseFaster,FasterAll,Domain Display,0,0.266218,27,3,44695_3_CloseFaster_FasterAll_Domain Display,,
5108,5108,17/05/2022,2,CloserTwins,Namaste,Facebook,0,0.7,27,21,44698_2_CloserTwins_Namaste_Facebook,,
5130,5130,17/05/2022,2,UnfairAdvantage,one_page,Instagram,0,0.73,27,25,44698_2_UnfairAdvantage_one_page_Instagram,,
5276,5276,18/05/2022,1,CloserTwins,Paperwork,Instagram,0,0.42,27,24,44699_1_CloserTwins_Paperwork_Instagram,,
5566,5566,19/05/2022,2,UnfairAdvantage,NoDTI,Instagram,0,0.76,27,22,44700_2_UnfairAdvantage_NoDTI_Instagram,,
5623,5623,19/05/2022,3,UnfairAdvantage,one_page,Facebook,0,0.97,27,23,44700_3_UnfairAdvantage_one_page_Facebook,,
5725,5725,20/05/2022,1,UnfairAdvantage,1099,LinkedIn,0,9.542750076,27,27,44701_1_UnfairAdvantage_1099_LinkedIn,,
5925,5925,21/05/2022,1,CloserTwins,Faceoff1,Instagram,0,0.99,27,25,44702_1_CloserTwins_Faceoff1_Instagram,,
5957,5957,21/05/2022,1,UnfairAdvantage,one_page,Instagram,0,1.16,27,27,44702_1_UnfairAdvantage_one_page_Instagram,,
6063,6063,21/05/2022,3,UnfairAdvantage,NoDTI,Instagram,0,0.41,27,25,44702_3_UnfairAdvantage_NoDTI_Instagram,,
6280,6280,22/05/2022,3,UnfairAdvantage,All,Instagram,0,1,27,26,44703_3_UnfairAdvantage_All_Instagram,,
6366,6366,23/05/2022,1,CloserTwins,EarlyBird,LinkedIn,0,9.232434214,27,26,44704_1_CloserTwins_EarlyBird_LinkedIn,,
6392,6392,23/05/2022,1,UnfairAdvantage,All,Instagram,0,0.39,27,22,44704_1_UnfairAdvantage_All_Instagram,,
7170,7170,26/05/2022,3,UnfairAdvantage,NoDTI,Instagram,0,0.91,27,22,44707_3_UnfairAdvantage_NoDTI_Instagram,,
7716,7716,29/05/2022,1,UnfairAdvantage,All,LinkedIn,0,18.4,27,25,44710_1_UnfairAdvantage_All_LinkedIn,,
7808,7808,29/05/2022,3,CloserTwins,MoreLoansAll,Domain Display,0,0.266862,27,4,44710_3_CloserTwins_MoreLoansAll_Domain Display,,
8189,8189,31/05/2022,2,CloserTwins,MoreLoans,LinkedIn,0,4.903276181,27,19,44712_2_CloserTwins_MoreLoans_LinkedIn,,
8224,8224,31/05/2022,3,CloserTwins,Cutdown1A,Facebook,0,0.66,27,25,44712_3_CloserTwins_Cutdown1A_Facebook,,
8445,8445,01/06/2022,3,CloserTwins,MoreLoansAll,Domain Display,0,0.266622,27,4,44713_3_CloserTwins_MoreLoansAll_Domain Display,,
8530,8530,02/06/2022,1,CloserTwins,Faceoff1,Instagram,0,0.57,27,27,44714_1_CloserTwins_Faceoff1_Instagram,,
9619,9619,08/06/2022,1,CloseFaster,NoDTI,Facebook,0,0.68,27,26,44720_1_CloseFaster_NoDTI_Facebook,,
9938,9938,09/06/2022,3,UnfairAdvantage,NoDTI,Instagram,0,0.46,27,22,44721_3_UnfairAdvantage_NoDTI_Instagram,,
9987,9987,10/06/2022,1,CloseFaster,3steps,LinkedIn,0,8.091316502,27,27,44722_1_CloseFaster_3steps_LinkedIn,,
10003,10003,10/06/2022,1,CloserTwins,EarlyBird,LinkedIn,1,6.330466963,27,27,44722_1_CloserTwins_EarlyBird_LinkedIn,,
10060,10060,10/06/2022,2,CloserTwins,Namaste,Facebook,0,1.04,27,21,44722_2_CloserTwins_Namaste_Facebook,,
10486,10486,12/06/2022,3,UnfairAdvantage,1099,Facebook,0,0.42,27,20,44724_3_UnfairAdvantage_1099_Facebook,,
11112,11112,16/06/2022,1,CloseFaster,NoDTI,LinkedIn,0,9.692428765,27,27,44728_1_CloseFaster_NoDTI_LinkedIn,,
11363,11363,17/06/2022,2,CloserTwins,Faceoff1,Instagram,0,1.15,27,25,44729_2_CloserTwins_Faceoff1_Instagram,,
11487,11487,18/06/2022,1,CloseFaster,3steps,LinkedIn,0,9.518424546,27,27,44730_1_CloseFaster_3steps_LinkedIn,,
11684,11684,19/06/2022,1,CloserTwins,Faceoff1,Instagram,0,1.31,27,27,44731_1_CloserTwins_Faceoff1_Instagram,,
11927,11927,20/06/2022,2,UnfairAdvantage,All,LinkedIn,1,9.437452597,27,25,44732_2_UnfairAdvantage_All_LinkedIn,,
12124,12124,21/06/2022,3,CloserTwins,Cutdown1A,Facebook,0,0.71,27,21,44733_3_CloserTwins_Cutdown1A_Facebook,,
12216,12216,22/06/2022,1,CloserTwins,Faceoff1,Instagram,0,1.06,27,24,44734_1_CloserTwins_Faceoff1_Instagram,,
12329,12329,22/06/2022,3,UnfairAdvantage,All,Facebook,0,0.58,27,14,44734_3_UnfairAdvantage_All_Facebook,,
12566,12566,24/06/2022,1,CloseFaster,3steps,LinkedIn,0,7.197457703,27,26,44736_1_CloseFaster_3steps_LinkedIn,,
13466,13466,29/06/2022,2,UnfairAdvantage,All,LinkedIn,0,9.77,27,27,44741_2_UnfairAdvantage_All_LinkedIn,,
13767,13767,02/07/2022,1,UnfairAdvantage,1099,LinkedIn,0,8.266505719,27,27,44744_1_UnfairAdvantage_1099_LinkedIn,,
13970,13970,04/07/2022,1,CloseFaster,3steps,LinkedIn,0,11.1794818,27,27,44746_1_CloseFaster_3steps_LinkedIn,,
14091,14091,05/07/2022,1,UnfairAdvantage,1099,LinkedIn,0,6.484415978,27,27,44747_1_UnfairAdvantage_1099_LinkedIn,,
15192,15192,15/07/2022,2,UnfairAdvantage,All,LinkedIn,0,4.73,27,27,44757_2_UnfairAdvantage_All_LinkedIn,,
15603,15603,19/07/2022,1,UnfairAdvantage,1099,LinkedIn,0,6.022854571,27,26,44761_1_UnfairAdvantage_1099_LinkedIn,,
15698,15698,20/07/2022,1,CloseFaster,3steps,LinkedIn,0,7.049308668,27,27,44762_1_CloseFaster_3steps_LinkedIn,,
15752,15752,20/07/2022,3,UnfairAdvantage,All,LinkedIn,0,10.86,27,27,44762_3_UnfairAdvantage_All_LinkedIn,,
15809,15809,21/07/2022,1,CloseFaster,NoDTI,LinkedIn,0,10.1215634,27,27,44763_1_CloseFaster_NoDTI_LinkedIn,,
17831,17831,09/08/2022,1,UnfairAdvantage,one_page,Instagram,0,0.47,27,26,44782_1_UnfairAdvantage_one_page_Instagram,,
17893,17893,09/08/2022,3,CloserTwins,Cutdown1B,Facebook,0,1.03,27,21,44782_3_CloserTwins_Cutdown1B_Facebook,,
18169,18169,11/08/2022,1,CloserTwins,Faceoff1,Instagram,0,0.84,27,26,44784_1_CloserTwins_Faceoff1_Instagram,,
18378,18378,12/08/2022,1,UnfairAdvantage,NoDTI,LinkedIn,0,5.584376401,27,0,44785_1_UnfairAdvantage_NoDTI_LinkedIn,,
18759,18759,14/08/2022,2,CloserTwins,Cutdown1B,Facebook,0,1.16,27,21,44787_2_CloserTwins_Cutdown1B_Facebook,,
19010,19010,15/08/2022,3,UnfairAdvantage,All,Instagram,0,0.99,27,22,44788_3_UnfairAdvantage_All_Instagram,,
19677,19677,21/08/2022,2,CloserTwins,MoreLoansAll,Domain Display,0,0,27,0,44794_2_CloserTwins_MoreLoansAll_Domain Display,,
20170,20170,25/08/2022,3,UnfairAdvantage,All,LinkedIn,0,9.21,27,0,44798_3_UnfairAdvantage_All_LinkedIn,,
20226,20226,26/08/2022,1,CloseFaster,3steps,LinkedIn,0,8.656221635,27,0,44799_1_CloseFaster_3steps_LinkedIn,,
20386,20386,27/08/2022,2,UnfairAdvantage,All,LinkedIn,0,4.23,27,0,44800_2_UnfairAdvantage_All_LinkedIn,,
20726,20726,30/08/2022,1,UnfairAdvantage,one_page,LinkedIn,0,6.214304663,27,0,44803_1_UnfairAdvantage_one_page_LinkedIn,,
20958,20958,01/09/2022,1,UnfairAdvantage,one_page,LinkedIn,1,5.681809415,27,0,44805_1_UnfairAdvantage_one_page_LinkedIn,,
20981,20981,01/09/2022,2,UnfairAdvantage,one_page,Domain Display,0,0.252846,27,0,44805_2_UnfairAdvantage_one_page_Domain Display,,
21334,21334,04/09/2022,3,CloseFaster,FasterAll,Domain Display,0,0.267484,27,7,44808_3_CloseFaster_FasterAll_Domain Display,,
22232,22232,12/09/2022,3,UnfairAdvantage,All,LinkedIn,0,7.337043701,27,0,44816_3_UnfairAdvantage_All_LinkedIn,,
22429,22429,14/09/2022,2,UnfairAdvantage,All,LinkedIn,0,6.95,27,0,44818_2_UnfairAdvantage_All_LinkedIn,,
22948,22948,19/09/2022,1,CloseFaster,NoDTI,LinkedIn,0,6.502189861,27,0,44823_1_CloseFaster_NoDTI_LinkedIn,,
23171,23171,21/09/2022,1,UnfairAdvantage,1099,LinkedIn,0,6.699304644,27,0,44825_1_UnfairAdvantage_1099_LinkedIn,,
24008,24008,29/09/2022,1,UnfairAdvantage,1099,LinkedIn,0,7.35282722,27,0,44833_1_UnfairAdvantage_1099_LinkedIn,,
24678,24678,05/10/2022,3,CloseFaster,MoreAll,Domain Display,0,0.267121,27,3,44839_3_CloseFaster_MoreAll_Domain Display,,
25145,25145,10/10/2022,3,UnfairAdvantage,All,LinkedIn,0,10.77539716,27,0,44844_3_UnfairAdvantage_All_LinkedIn,,
25499,25499,14/10/2022,1,UnfairAdvantage,1099,LinkedIn,0,4.857171343,27,0,44848_1_UnfairAdvantage_1099_LinkedIn,,
25521,25521,14/10/2022,3,CloseFaster,MoreAll,Domain Display,0,0,27,1,44848_3_CloseFaster_MoreAll_Domain Display,,
26504,26504,25/10/2022,3,UnfairAdvantage,All,LinkedIn,0,7.66,27,0,44859_3_UnfairAdvantage_All_LinkedIn,,
2760,2760,06/05/2022,3,UnfairAdvantage,All,LinkedIn,2,6.62,26,25,44687_3_UnfairAdvantage_All_LinkedIn,1,0
3311,3311,09/05/2022,1,UnfairAdvantage,NoDTI,LinkedIn,0,4.180378498,26,25,44690_1_UnfairAdvantage_NoDTI_LinkedIn,1,0
4803,4803,15/05/2022,6,SEM Ads,We Are America's CDFI,Google SEM,3,9.31,26,0,44696_6_SEM Ads_We Are America's CDFI_Google SEM,4,0
5801,5801,20/05/2022,3,CloserTwins,Cutdown1A,Facebook,0,0.87,26,23,44701_3_CloserTwins_Cutdown1A_Facebook,1,0
