...1,date,audience,creative_family,creative_version,platform,ad_format,campaign_traffic,total_sessions,total_bounces,total_duration,days_away,latest_report
2735,2022-05-29,4,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0,155,0
2736,2022-07-30,1,CloserTwins,MoreLoans,Facebook,Video,Campaign,1,0,161,93,0
2737,2022-09-12,NA,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,1025,49,0
2738,2022-10-29,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,2,1
2739,2022-07-03,6,Trade Media Ads,300x250,Trade Media,National_mortgage_news,Campaign,1,0,0,120,0
2740,2022-08-30,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,62,0
2741,2022-06-29,4,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0,124,0
2742,2022-10-23,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0,8,1
2743,2022-04-21,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0,193,0
2744,2022-05-15,1,UnfairAdvantage,one_page,Facebook,Single image,Campaign,1,0,0,169,0
2745,2022-05-31,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0,153,0
2746,2022-07-29,NA,(not set),NA,NA,NA,General traffic,1658,273,599801.999999999,94,0
2747,2022-07-28,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0,95,0
2748,2022-09-20,4,CloserTwins,Competitors,Domain Display,NA,Campaign,4,0,717,41,0
2749,2022-09-28,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,14,0,0.999999999999999,33,0
2750,2022-05-04,5,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,1,0,0,180,0
2751,2022-06-04,2,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0,149,0
2752,2022-06-29,4,CloserTwins,Faster,Domain Display,NA,Campaign,3,0,0,124,0
2753,2022-07-23,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,12,0,87,100,0
2754,2022-08-05,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,7,0,0,87,0
2755,2022-05-04,4,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,1,0,0,180,0
2756,2022-07-12,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,111,0
2757,2022-09-11,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,69,50,0
2758,2022-09-20,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,19,19,0,41,0
2759,2022-05-03,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,6,0,1920.99999999999,181,0
2760,2022-04-23,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,6,0,0,191,0
2761,2022-05-21,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,6,0,807,163,0
2762,2022-10-21,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,11,0,0,10,1
2763,2022-04-28,1,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,3,0,0,186,0
2764,2022-08-06,3,UnfairAdvantage,1099,User ID Display,Single image,Campaign,7,0,0,86,0
2765,2022-07-08,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,115,0
2766,2022-07-12,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,5,0,0,111,0
2767,2022-10-26,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,6,0,940.999999999998,5,1
2768,2022-05-04,5,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,20,180,0
2769,2022-08-06,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,9,0,0,86,0
2770,2022-10-10,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,23,0,0,21,0
2771,2022-09-02,NA,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0,59,0
2772,2022-05-10,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,2,0,0,174,0
2773,2022-05-28,3,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,1,0,0,156,0
2774,2022-07-25,4,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,0,98,0
2775,2022-06-13,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,3,0,0,140,0
2776,2022-08-21,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,71,0
2777,2022-10-22,3,UnfairAdvantage,one_page,Domain Display,NA,Campaign,2,0,0,9,1
2778,2022-10-19,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,6,0,0,12,1
2779,2022-05-17,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0,167,0
2780,2022-08-27,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,3,0,0,65,0
2781,2022-06-05,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0,148,0
2782,2022-05-19,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,6,0,0,165,0
2783,2022-07-22,5,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0,101,0
2784,2022-04-22,3,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,192,0
2785,2022-05-18,6,Trade Media Ads,300x250,Trade Media,National_mortgage_news,Campaign,1,0,0,166,0
2786,2022-07-31,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,11,0,0,92,0
2788,2022-06-25,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,7,0,0,128,0
2789,2022-05-20,2,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,0,164,0
2790,2022-10-04,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,3,0,0,27,0
2791,2022-08-28,1,UnfairAdvantage,one_page,User ID Display,NA,Campaign,1,0,0,64,0
2792,2022-10-13,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,18,0,0,18,0
2793,2022-08-06,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,9,0,2071.99999999999,86,0
2794,2022-05-09,4,CloserTwins,Faceoff1,LinkedIn,Video,Campaign,2,0,0,175,0
2795,2022-04-26,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,4,0,0,188,0
2796,2022-09-17,3,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,44,0
2797,2022-04-28,1,UnfairAdvantage,1099,Facebook,Single image,Campaign,3,0,81,186,0
2798,2022-08-18,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,6,0,0,74,0
2799,2022-05-09,5,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,2,0,152,175,0
2800,2022-06-29,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,18,124,0
2801,2022-05-17,4,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0,167,0
2802,2022-05-07,4,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0,177,0
2803,2022-08-05,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0,87,0
2804,2022-08-10,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,82,0
2805,2022-08-29,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0,63,0
2806,2022-08-15,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,1,0,0,77,0
2807,2022-08-17,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,5,0,0,75,0
2808,2022-09-25,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,1,0,0,36,0
2809,2022-04-22,4,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,1,0,12,192,0
2810,2022-06-11,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,142,0
2811,2022-08-15,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,9,0,0,77,0
2812,2022-09-14,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,4,0,1789,47,0
2813,2022-06-02,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0,151,0
2814,2022-10-01,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0,30,0
2815,2022-06-10,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0,143,0
2816,2022-10-21,4,CloserTwins,Faster,Domain Display,NA,Campaign,7,0,0,10,1
2817,2022-10-16,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,10,0,4,15,0
2818,2022-06-01,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,152,0
2819,2022-10-22,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,12,0,0,9,1
2820,2022-08-04,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,1,0,0,88,0
2821,2022-04-29,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0,185,0
2822,2022-08-09,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,6,0,0,83,0
2823,2022-07-29,2,UnfairAdvantage,All,Facebook,Carousel,Campaign,1,0,0,94,0
2824,2022-06-19,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0,134,0
2825,2022-06-11,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,6,0,846,142,0
2826,2022-09-15,5,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0,46,0
2827,2022-08-27,3,CloseFaster,FasterAll,User ID Display,NA,Campaign,3,0,0,65,0
2828,2022-05-22,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0,162,0
2829,2022-09-14,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,47,0
2830,2022-06-03,1,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,1,0,0,150,0
2832,2022-09-10,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,23,0,0,51,0
2833,2022-10-23,3,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,8,1
2834,2022-08-31,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,6,0,0,61,0
2835,2022-07-28,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,95,0
2836,2022-08-31,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0,61,0
2837,2022-10-04,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,19,0,0,27,0
2838,2022-08-05,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,87,0
2839,2022-07-22,1,CloserTwins,Faceoff2,Facebook,Video,Campaign,2,0,0,101,0
2840,2022-04-28,4,CloserTwins,Faceoff1,LinkedIn,Video,Campaign,2,0,0,186,0
2841,2022-05-10,5,CloserTwins,Namaste,LinkedIn,Video,Campaign,2,0,0,174,0
2842,2022-06-11,4,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0,142,0
2843,2022-10-19,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,4,0,0,12,1
2844,2022-07-08,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,5,0,4,115,0
2845,2022-04-19,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,60,195,0
2846,2022-05-24,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,4,0,0,160,0
2847,2022-05-23,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,3,0,0,161,0
2848,2022-09-08,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,53,0
2849,2022-06-17,5,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,3,0,2,136,0
2850,2022-05-07,2,CloserTwins,EarlyBird,Facebook,Single image,Campaign,1,0,0,177,0
2851,2022-08-20,4,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,5,72,0
2852,2022-08-25,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,9,0,1867,67,0
2853,2022-05-11,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,9,0,0,173,0
2854,2022-07-13,2,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0,110,0
2855,2022-05-20,2,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,1,0,0,164,0
2856,2022-08-02,3,UnfairAdvantage,one_page,Domain Display,NA,Campaign,1,0,0,90,0
2857,2022-09-12,NA,CloserTwins,Namaste,LinkedIn,Video,Campaign,2,0,0,49,0
2858,2022-07-01,5,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,3,0,0,122,0
2859,2022-08-11,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,5,0,0,81,0
2860,2022-07-13,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0,110,0
2861,2022-10-18,NA,(not set),NA,NA,NA,General traffic,2987,436,1319785.99999999,13,1
2862,2022-10-23,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,6,0,150,8,1
2863,2022-10-21,4,UnfairAdvantage,one_page,Domain Display,NA,Campaign,22,0,2,10,1
2864,2022-07-06,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,117,0
2865,2022-06-10,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,12,0,3.99999999999999,143,0
2866,2022-05-03,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,358,181,0
2867,2022-06-28,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,125,0
2868,2022-09-10,5,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,3,0,0,51,0
2869,2022-09-12,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,12,0,0,49,0
2870,2022-08-14,3,UnfairAdvantage,1099,Facebook,Single image,Campaign,1,0,0,78,0
2871,2022-09-14,4,UnfairAdvantage,1099,User ID Display,NA,Campaign,27,0,0,47,0
2872,2022-08-26,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,4,4,0,66,0
2873,2022-05-27,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,64,157,0
2874,2022-09-23,3,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,38,0
2875,2022-06-04,2,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0,149,0
2876,2022-08-05,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,1,0,0,87,0
2877,2022-09-27,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,26,0,1.99999999999999,34,0
2878,2022-06-05,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,148,0
2879,2022-07-10,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,5,0,0,113,0
2880,2022-04-25,NA,CompetitiveOpportunity,Cancelingyourlock,LinkedIn,Single image,Campaign,1,0,0,189,0
2881,2022-04-01,6,Trade Media Ads,ROS2,Trade Media,Housingwire,Campaign,1,0,0,213,0
2882,2022-06-26,4,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,0,127,0
2883,2022-07-29,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,291,94,0
2884,2022-07-31,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,7,0,0,92,0
2885,2022-10-03,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,11,0,0,28,0
2886,2022-06-28,4,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0,125,0
2887,2022-04-21,6,CompetitiveOpportunity,Theycancelweclose,Domain Display,Single image,Campaign,1,0,0,193,0
2888,2022-06-27,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,3,0,0,126,0
2889,2022-08-04,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,4,0,1,88,0
2890,2022-08-05,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0,87,0
2891,2022-04-24,3,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,0,190,0
2892,2022-10-11,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,13,0,0,20,0
2893,2022-06-10,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,14,0,0,143,0
2894,2022-07-27,3,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,1,0,0,96,0
2895,2022-10-22,4,UnfairAdvantage,NoDTI,Domain Display,NA,Campaign,25,0,8.99999999999996,9,1
2896,2022-09-16,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,36,0,0,45,0
2897,2022-05-11,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,3,0,0,173,0
2898,2022-10-19,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,6,0,0,12,1
2900,2022-06-16,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,137,0
2901,2022-05-18,3,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,166,0
2902,2022-10-17,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,7,0,0,14,0
2903,2022-10-25,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0,6,1
2904,2022-05-19,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0,165,0
2905,2022-04-26,1,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0,188,0
2906,2022-08-12,4,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,1,0,8,80,0
2907,2022-09-16,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,5,0,0,45,0
2908,2022-05-28,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0,156,0
2909,2022-08-16,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,76,0
2910,2022-07-04,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0,119,0
2911,2022-08-23,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,4,0,0,69,0
2912,2022-08-15,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0,77,0
2913,2022-06-02,NA,UnfairAdvantage,one_page,Domain Display,NA,Campaign,1,0,0,151,0
2914,2022-06-08,4,CloserTwins,Competitors,Domain Display,NA,Campaign,3,0,0,145,0
2915,2022-05-23,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,161,0
2916,2022-10-10,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,3,0,0,21,0
2917,2022-05-05,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,4,0,0,179,0
2918,2022-06-03,4,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0,150,0
2919,2022-07-02,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,1,0,0,121,0
2920,2022-07-30,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,93,0
2921,2022-10-14,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,2,0,0,17,0
2922,2022-07-10,5,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0,113,0
2923,2022-05-20,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,9,0,0.999999999999998,164,0
2924,2022-05-03,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,5,0,0,181,0
2925,2022-06-10,4,CloserTwins,interactive,Domain Display,NA,Campaign,1,0,39,143,0
2926,2022-09-15,4,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,1,0,0,46,0
2927,2022-05-29,4,CloserTwins,Faceoff1,LinkedIn,Video,Campaign,1,0,149,155,0
2928,2022-05-31,3,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,1,0,0,153,0
2929,2022-10-11,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,110,20,0
2930,2022-05-01,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,13,0,123,183,0
2931,2022-06-07,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,2,0,0,146,0
2932,2022-09-16,3,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0,45,0
2933,2022-10-07,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,4,0,0,24,0
2934,2022-07-15,4,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0,108,0
2935,2022-07-27,3,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0,96,0
2936,2022-08-08,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,3,0,0,84,0
2937,2022-06-16,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,1,0,0,137,0
2938,2022-09-15,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,46,0
2939,2022-10-15,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,1,0,9,16,0
2940,2022-07-28,3,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0,95,0
2941,2022-06-26,4,UnfairAdvantage,one_page,Domain Display,NA,Campaign,2,0,0,127,0
2942,2022-08-25,2,UnfairAdvantage,one_page,User ID Display,NA,Campaign,1,0,0,67,0
2943,2022-10-26,4,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,12,0,0,5,1
2944,2022-10-17,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,19,0,36.9999999999999,14,0
2945,2022-09-12,1,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0,49,0
2946,2022-07-18,NA,CloserTwins,Namaste,LinkedIn,Video,Campaign,1,0,0,105,0
2947,2022-05-31,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,15,0,0,153,0
2948,2022-07-28,2,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0,95,0
2949,2022-04-27,4,CloserTwins,Competitors,Domain Display,NA,Campaign,4,0,0,187,0
2950,2022-08-09,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,4,0,0,83,0
2951,2022-06-28,3,UnfairAdvantage,one_page,Domain Display,NA,Campaign,2,0,0,125,0
2952,2022-08-28,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,4,0,0,64,0
2953,2022-07-01,1,UnfairAdvantage,one_page,Domain Display,NA,Campaign,1,0,0,122,0
2954,2022-09-24,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0,37,0
2955,2022-09-21,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,3,0,0,40,0
2956,2022-10-02,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,9,0,0,29,0
2957,2022-07-29,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0,94,0
2958,2022-08-16,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0,76,0
2959,2022-06-01,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,152,0
2960,2022-10-03,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,20,0,0,28,0
2961,2022-07-03,3,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0,120,0
2962,2022-06-08,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,145,0
2963,2022-08-20,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,2,0,0,72,0
2964,2022-05-09,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,2,0,0,175,0
2965,2022-09-03,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0,58,0
2966,2022-09-16,5,UnfairAdvantage,one_page,Domain Display,NA,Campaign,4,0,0,45,0
2967,2022-10-02,4,UnfairAdvantage,one_page,User ID Display,NA,Campaign,22,0,3.99999999999998,29,0
2968,2022-10-13,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,23,0,0,18,0
2969,2022-10-31,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,48,0,27.9999999999999,0,1
2970,2022-06-23,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,4,0,0,130,0
2971,2022-06-24,NA,CloserTwins,Namaste,LinkedIn,Video,Campaign,1,0,0,129,0
2972,2022-07-22,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,6,0,0,101,0
2973,2022-08-01,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,4,0,0,91,0
2974,2022-06-16,6,Trade Media Ads,ROS5,Trade Media,Housingwire,Campaign,5,0,254,137,0
2975,2022-09-13,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,21,0,0,48,0
2976,2022-08-22,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,1,0,0,70,0
2977,2022-09-22,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0,39,0
2978,2022-08-25,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,2,0,1959,67,0
2979,2022-09-23,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0,38,0
2980,2022-07-16,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,7,0,0,107,0
2981,2022-07-24,NA,UnfairAdvantage,one_page,Domain Display,NA,Campaign,1,0,0,99,0
2982,2022-09-28,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,8,0,0,33,0
2983,2022-09-14,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0,47,0
2984,2022-05-14,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,2,0,0,170,0
2985,2022-05-17,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0,167,0
2986,2022-10-15,4,UnfairAdvantage,1099,Domain Display,NA,Campaign,31,0,0,16,0
2987,2022-07-07,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,5,0,0,116,0
2988,2022-04-08,6,Trade Media Ads,Rate Lock,Trade Media,NA,Campaign,2,0,2,206,0
2989,2022-05-27,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0,157,0
2990,2022-07-17,3,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0,106,0
2991,2022-07-26,6,Trade Media Ads,300x250,Trade Media,National_mortgage_news,Campaign,2,0,90,97,0
2992,2022-08-15,NA,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0,77,0
2993,2022-10-21,3,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,10,1
2994,2022-09-23,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,4,0,0,38,0
2995,2022-10-03,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,25,0,0,28,0
2996,2022-10-16,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,3,0,0,15,0
2997,2022-09-05,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,56,0
2998,2022-07-27,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,10,0,2,96,0
2999,2022-05-06,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,178,0
3000,2022-04-26,4,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,2,0,0,188,0
3001,2022-10-18,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,20,0,0,13,1
3002,2022-10-14,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,17,0
3003,2022-05-28,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0,156,0
3004,2022-07-03,1,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0,120,0
3005,2022-06-19,1,UnfairAdvantage,one_page,Domain Display,NA,Campaign,1,0,0,134,0
3006,2022-07-20,4,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0,103,0
3007,2022-08-27,5,UnfairAdvantage,one_page,Domain Display,NA,Campaign,4,0,9,65,0
3008,2022-07-05,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,2,0,0,118,0
3009,2022-10-02,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,7,0,0,29,0
3010,2022-08-11,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,2,0,0,81,0
